id,name,email,age,score,active,timestamp,category,value1,value2,description
967836,User_nozdje,userglhyui@example.com,73,95.50,false,2025-10-15T18:17:33.765Z,Category2,512.90,141.16,"Description with some text content 0.4352675540238876"
881031,User_3cchgb,usernac4cm@example.com,54,73.65,false,2025-10-15T18:17:33.765Z,Category9,691.35,779.74,"Description with some text content 0.6786868724150903"
542171,User_gk5629,user8yucdq@example.com,35,88.01,true,2025-10-15T18:17:33.765Z,Category3,203.73,316.55,"Description with some text content 0.6034676394257878"
714050,User_io4pl,userwmwx2a@example.com,65,45.04,false,2025-10-15T18:17:33.765Z,Category5,955.80,237.82,"Description with some text content 0.08419190870295024"
39274,User_oyx03z,userj163gs@example.com,46,35.88,false,2025-10-15T18:17:33.765Z,Category4,31.94,334.99,"Description with some text content 0.24882361996231006"
451920,User_ycnl5,user7bvejd@example.com,30,92.17,false,2025-10-15T18:17:33.765Z,Category7,688.34,815.54,"Description with some text content 0.6091395127875852"
121070,User_764efx,user7sidi9@example.com,40,51.98,true,2025-10-15T18:17:33.765Z,Category4,731.94,690.76,"Description with some text content 0.22418724380475752"
580812,User_ypq5y,user9riy7i1s@example.com,69,47.01,true,2025-10-15T18:17:33.765Z,Category7,537.51,345.57,"Description with some text content 0.3569477919458254"
649903,User_lhi4ch,usertddijk@example.com,38,32.90,false,2025-10-15T18:17:33.765Z,Category6,911.84,591.61,"Description with some text content 0.3310726899131401"
92159,User_ttp17r,user5pd7u7@example.com,86,55.26,false,2025-10-15T18:17:33.765Z,Category9,758.12,30.87,"Description with some text content 0.5587737329713724"
708561,User_4pie49,useraxlhz9@example.com,27,67.26,false,2025-10-15T18:17:33.765Z,Category7,849.29,186.39,"Description with some text content 0.7091463814802434"
267260,User_7xlxz4,user6ra6cj@example.com,55,65.09,true,2025-10-15T18:17:33.765Z,Category0,336.47,839.15,"Description with some text content 0.8421431236144686"
866905,User_kuah8q,userwepml@example.com,19,18.31,false,2025-10-15T18:17:33.765Z,Category6,78.92,254.41,"Description with some text content 0.03112602270273912"
266971,User_mgus89,user3lc81@example.com,23,33.89,false,2025-10-15T18:17:33.765Z,Category5,998.06,886.15,"Description with some text content 0.26229065823080566"
1068,User_4g7fg3,user2di0k@example.com,67,91.16,true,2025-10-15T18:17:33.765Z,Category9,651.03,556.53,"Description with some text content 0.08814869692025373"
879000,User_5u88lp,uservdxksb@example.com,20,63.06,false,2025-10-15T18:17:33.765Z,Category7,965.67,42.05,"Description with some text content 0.39515100944830406"
422345,User_61a4ue,useraut9gx@example.com,78,16.59,false,2025-10-15T18:17:33.765Z,Category6,391.58,879.64,"Description with some text content 0.7188761111423034"
265456,User_0roy2p,usersx5n6d@example.com,68,9.33,true,2025-10-15T18:17:33.765Z,Category1,86.97,169.80,"Description with some text content 0.8507378678681272"
255549,User_vyu2ks,userk2j0s7@example.com,30,17.28,true,2025-10-15T18:17:33.765Z,Category6,895.06,366.65,"Description with some text content 0.6803420086230382"
786554,User_64zacg,user3qrat@example.com,18,19.21,false,2025-10-15T18:17:33.765Z,Category5,114.34,232.34,"Description with some text content 0.823690170160918"
998726,User_1mve4b,user4igxki@example.com,41,89.12,false,2025-10-15T18:17:33.765Z,Category0,448.78,186.27,"Description with some text content 0.046520205091113875"
151268,User_5vqgam,user4uhuod@example.com,73,94.04,false,2025-10-15T18:17:33.765Z,Category8,974.80,218.20,"Description with some text content 0.0367493384219032"
106338,User_i4nzgw,user3yj6qa@example.com,76,86.27,false,2025-10-15T18:17:33.765Z,Category2,107.20,853.08,"Description with some text content 0.07409876133709548"
387885,User_dly3ld,useryx7u4@example.com,25,69.93,false,2025-10-15T18:17:33.765Z,Category0,602.73,403.85,"Description with some text content 0.2737959883854766"
123046,User_td9nlo,userg7w7c@example.com,53,68.16,false,2025-10-15T18:17:33.765Z,Category5,400.87,844.00,"Description with some text content 0.9198243545755508"
732415,User_5e5rcs,user3bb5gf@example.com,65,56.80,false,2025-10-15T18:17:33.765Z,Category9,159.71,809.01,"Description with some text content 0.5985369285176851"
972274,User_ta134,user40piwh@example.com,91,93.99,false,2025-10-15T18:17:33.765Z,Category1,730.93,239.21,"Description with some text content 0.024989313611529562"
771113,User_rm941,user1kqugt@example.com,45,16.03,true,2025-10-15T18:17:33.765Z,Category3,894.26,362.01,"Description with some text content 0.008115437653234414"
886338,User_xacgb,userm8isea@example.com,87,7.06,true,2025-10-15T18:17:33.765Z,Category0,941.40,928.24,"Description with some text content 0.9834234832089418"
817149,User_fftgy,userz87b0b@example.com,65,65.99,true,2025-10-15T18:17:33.765Z,Category6,278.54,569.92,"Description with some text content 0.0507419929505486"
612877,User_5fxupc,usermnoqla@example.com,40,75.55,true,2025-10-15T18:17:33.765Z,Category6,311.39,839.53,"Description with some text content 0.27745703443958714"
41764,User_jthtef,userkr24d5@example.com,20,5.26,false,2025-10-15T18:17:33.765Z,Category4,567.83,989.13,"Description with some text content 0.9238203864897404"
234429,User_4s5d1i,useraxqumh@example.com,19,23.70,false,2025-10-15T18:17:33.765Z,Category8,283.11,706.39,"Description with some text content 0.32293270656981665"
932275,User_ebe5l,usereflnqs@example.com,50,2.28,false,2025-10-15T18:17:33.765Z,Category3,827.92,435.45,"Description with some text content 0.3519507945483509"
707028,User_85evw9,user7h4srd@example.com,54,81.97,false,2025-10-15T18:17:33.765Z,Category3,426.01,405.69,"Description with some text content 0.36696033142699214"
843113,User_t4wvaa,user7a2kj8@example.com,64,14.61,true,2025-10-15T18:17:33.765Z,Category6,640.18,680.06,"Description with some text content 0.9139366389604467"
921337,User_9yq8ci,userqvelh@example.com,57,19.49,true,2025-10-15T18:17:33.765Z,Category8,820.36,634.01,"Description with some text content 0.7348678118798747"
120640,User_nat2bd,userzt6cmb@example.com,76,1.46,false,2025-10-15T18:17:33.765Z,Category8,186.31,969.95,"Description with some text content 0.6616589374536918"
720560,User_0emyha,usera5m167@example.com,74,47.14,false,2025-10-15T18:17:33.765Z,Category5,229.49,900.58,"Description with some text content 0.3779516674778849"
916586,User_hf88c,user1jojkl@example.com,46,70.01,true,2025-10-15T18:17:33.765Z,Category2,110.35,947.67,"Description with some text content 0.7379449315339492"
547415,User_fn9oyf,user5stwoi@example.com,32,91.84,true,2025-10-15T18:17:33.765Z,Category7,437.26,3.76,"Description with some text content 0.08676794538268506"
824684,User_4qpgle,user7bh4kw@example.com,68,70.31,false,2025-10-15T18:17:33.765Z,Category0,541.59,266.93,"Description with some text content 0.6120355012059605"
887031,User_7ix4os,userod9b9i@example.com,36,66.73,false,2025-10-15T18:17:33.765Z,Category6,347.43,428.38,"Description with some text content 0.6948301303397018"
380182,User_qi8ydq,userz289cp@example.com,80,26.10,true,2025-10-15T18:17:33.765Z,Category1,578.07,623.68,"Description with some text content 0.46735273512819053"
739027,User_h74rue,user34qr8@example.com,44,16.83,true,2025-10-15T18:17:33.765Z,Category7,570.71,823.34,"Description with some text content 0.4608781402101153"
37111,User_uq3ip,userxnnlgh@example.com,37,52.58,true,2025-10-15T18:17:33.765Z,Category5,950.81,340.08,"Description with some text content 0.06458566768449958"
300817,User_dq3nvj,userabr6t@example.com,58,48.36,false,2025-10-15T18:17:33.765Z,Category7,213.65,437.44,"Description with some text content 0.11586354738481897"
996757,User_zqc6kg,user90mk7b@example.com,55,21.77,false,2025-10-15T18:17:33.765Z,Category4,989.54,120.57,"Description with some text content 0.604300147214096"
217138,User_ou023,userx2bkci@example.com,63,59.77,false,2025-10-15T18:17:33.765Z,Category0,323.05,133.76,"Description with some text content 0.7561903516117111"
254249,User_hy50nc,usertds1p@example.com,80,14.96,false,2025-10-15T18:17:33.765Z,Category7,385.38,799.64,"Description with some text content 0.9467293165283143"
717396,User_qzc3d,userb05ck@example.com,19,26.39,false,2025-10-15T18:17:33.765Z,Category8,519.84,967.88,"Description with some text content 0.5864491262350202"
100292,User_8mi8dh,usernxan1b@example.com,72,35.02,false,2025-10-15T18:17:33.765Z,Category1,182.14,854.27,"Description with some text content 0.6285707388976769"
272185,User_16vd48,userupyvz@example.com,32,98.60,false,2025-10-15T18:17:33.765Z,Category3,711.42,925.45,"Description with some text content 0.6961298675593187"
206799,User_lzrpof,userm1j6gi@example.com,64,93.53,false,2025-10-15T18:17:33.765Z,Category6,688.92,850.41,"Description with some text content 0.21855900823147545"
435381,User_1k2pab,userqd9ohp@example.com,31,29.43,true,2025-10-15T18:17:33.765Z,Category7,572.45,17.86,"Description with some text content 0.9652501950554937"
58799,User_5ud8cf,user3o8oa@example.com,52,94.91,true,2025-10-15T18:17:33.766Z,Category5,819.86,38.11,"Description with some text content 0.6801653860849469"
201314,User_sd03oj,user85pi3x@example.com,97,12.25,false,2025-10-15T18:17:33.766Z,Category6,179.29,398.04,"Description with some text content 0.1530260858881647"
595256,User_7oe0o7,usertrzucm@example.com,70,79.88,true,2025-10-15T18:17:33.766Z,Category5,643.11,44.67,"Description with some text content 0.6561061317599403"
462767,User_130taa,useru7747@example.com,57,50.52,true,2025-10-15T18:17:33.766Z,Category5,334.72,179.41,"Description with some text content 0.6667461498580153"
331022,User_uuild4,userb6n2vj@example.com,33,88.75,false,2025-10-15T18:17:33.766Z,Category0,934.58,425.26,"Description with some text content 0.1526960169367232"
672921,User_10ca68,userw58lso@example.com,33,89.49,true,2025-10-15T18:17:33.766Z,Category9,640.31,802.11,"Description with some text content 0.8700129618801558"
532155,User_95kfa,user85jgzif@example.com,59,50.97,true,2025-10-15T18:17:33.766Z,Category4,239.47,328.26,"Description with some text content 0.7403435086384955"
785681,User_un9gb,user2lqyu8@example.com,47,90.55,true,2025-10-15T18:17:33.766Z,Category7,117.00,470.96,"Description with some text content 0.14194835472604095"
376324,User_8gwjxd,useres6vfl@example.com,35,88.14,true,2025-10-15T18:17:33.766Z,Category3,14.93,359.20,"Description with some text content 0.06356688281811862"
322729,User_agp2ub,user7yudo@example.com,78,61.91,false,2025-10-15T18:17:33.766Z,Category2,506.87,569.80,"Description with some text content 0.795766488976234"
582683,User_egsl2,user4ntcqb@example.com,27,65.42,true,2025-10-15T18:17:33.766Z,Category3,232.95,240.84,"Description with some text content 0.18747045701508303"
948700,User_zfc924h,userd9pw77@example.com,82,84.76,true,2025-10-15T18:17:33.766Z,Category5,410.20,925.16,"Description with some text content 0.4575740322238321"
3899,User_448ry9,usermpwkn5@example.com,45,54.06,true,2025-10-15T18:17:33.766Z,Category7,773.37,227.58,"Description with some text content 0.30897884524427566"
267508,User_v716ni,usery9bts@example.com,74,64.30,true,2025-10-15T18:17:33.766Z,Category6,604.48,690.37,"Description with some text content 0.16263274743521094"
862377,User_7ick6b,userkuqybe@example.com,90,35.54,false,2025-10-15T18:17:33.766Z,Category8,92.18,321.75,"Description with some text content 0.15567004770031367"
868789,User_i43m8,user9pbuc6@example.com,41,27.12,false,2025-10-15T18:17:33.766Z,Category4,384.28,93.00,"Description with some text content 0.23057661208276137"
134597,User_hcdhrh,user2lfzpj@example.com,69,79.99,false,2025-10-15T18:17:33.766Z,Category3,733.85,32.23,"Description with some text content 0.3425543953362239"
216388,User_yankhg,userebmk1a@example.com,88,96.18,false,2025-10-15T18:17:33.766Z,Category7,710.49,998.26,"Description with some text content 0.11108283461052104"
216431,User_byhgwa,userzt0b6n@example.com,21,98.69,true,2025-10-15T18:17:33.766Z,Category6,444.16,44.62,"Description with some text content 0.9694910562832988"
61935,User_0wca8o,user0pkudk@example.com,18,45.49,true,2025-10-15T18:17:33.766Z,Category0,640.08,297.68,"Description with some text content 0.7998073849686359"
825394,User_5ue6so,usere5kvmj@example.com,27,32.09,true,2025-10-15T18:17:33.766Z,Category1,504.34,813.46,"Description with some text content 0.13758179402444748"
250835,User_49hw1p,user4n0vri@example.com,80,92.36,false,2025-10-15T18:17:33.766Z,Category9,167.60,662.78,"Description with some text content 0.9209131878210873"
74489,User_dvd1nl,user7gdig@example.com,24,36.19,true,2025-10-15T18:17:33.766Z,Category8,403.51,604.94,"Description with some text content 0.3175594255510489"
76724,User_j3a21c,userf52nkh@example.com,84,47.74,true,2025-10-15T18:17:33.766Z,Category3,977.41,16.50,"Description with some text content 0.9403583928736029"
731796,User_nmd8je,userv7my8m@example.com,23,82.01,true,2025-10-15T18:17:33.766Z,Category6,970.80,651.53,"Description with some text content 0.03571318230419063"
280041,User_8nlrz,user3ruwvf@example.com,62,84.98,false,2025-10-15T18:17:33.766Z,Category6,923.74,273.46,"Description with some text content 0.9283249519845919"
889287,User_6lg8ek,user3xe2nf@example.com,29,44.21,true,2025-10-15T18:17:33.766Z,Category1,242.74,819.03,"Description with some text content 0.11467170840050034"
429058,User_wzk7m6,userv0diy@example.com,79,21.58,false,2025-10-15T18:17:33.766Z,Category9,586.75,487.15,"Description with some text content 0.4387407988630614"
860962,User_j06e2g,userbhclg@example.com,29,13.32,true,2025-10-15T18:17:33.766Z,Category3,296.91,66.58,"Description with some text content 0.3189205731863869"
349760,User_jppl4bh,user3e3lqc@example.com,21,20.29,false,2025-10-15T18:17:33.766Z,Category3,564.32,626.38,"Description with some text content 0.43904371442832746"
570166,User_s2ugpb,useru7iosn@example.com,59,9.25,true,2025-10-15T18:17:33.766Z,Category8,916.61,389.69,"Description with some text content 0.409707949584203"
608749,User_ji0cz,usercjwexb@example.com,94,30.83,false,2025-10-15T18:17:33.766Z,Category4,399.89,309.86,"Description with some text content 0.3904015248706656"
971827,User_6ezb5,userwqtah@example.com,64,83.48,false,2025-10-15T18:17:33.766Z,Category9,247.66,983.71,"Description with some text content 0.09244997151961598"
966091,User_frbweu,usersx6z7p@example.com,40,4.60,false,2025-10-15T18:17:33.766Z,Category0,71.52,30.24,"Description with some text content 0.20905062772824"
315805,User_hvnvul,user2am6ot@example.com,41,40.45,true,2025-10-15T18:17:33.766Z,Category1,714.17,476.13,"Description with some text content 0.8527398502267293"
241412,User_wzwqel,user9xw3l@example.com,24,11.64,false,2025-10-15T18:17:33.766Z,Category2,200.85,687.39,"Description with some text content 0.4396693786474186"
561526,User_0n9d5,userwyjp2@example.com,93,7.78,false,2025-10-15T18:17:33.766Z,Category6,190.13,766.91,"Description with some text content 0.4913417340267632"
985896,User_5gz2en,userw9eyy@example.com,29,74.55,true,2025-10-15T18:17:33.766Z,Category1,674.71,760.36,"Description with some text content 0.1392078989963449"
278951,User_gs0us,usernbrazd@example.com,70,44.18,false,2025-10-15T18:17:33.766Z,Category9,67.17,310.85,"Description with some text content 0.8996800610096137"
335972,User_tydb3el,userg4lnzr@example.com,55,70.97,false,2025-10-15T18:17:33.766Z,Category3,426.78,433.32,"Description with some text content 0.12621180509383856"
641532,User_a6dlvl,userubvzt9@example.com,45,48.49,false,2025-10-15T18:17:33.766Z,Category1,76.12,985.85,"Description with some text content 0.9439945185344754"
431227,User_5fmwa,user9hyqrr@example.com,48,49.29,false,2025-10-15T18:17:33.766Z,Category3,377.48,158.94,"Description with some text content 0.4495269113257402"
696749,User_n0nufu,userfn9zvc@example.com,74,86.16,true,2025-10-15T18:17:33.766Z,Category9,146.51,178.62,"Description with some text content 0.9784617731795531"
204823,User_ua23zf,useru19u5@example.com,46,80.79,true,2025-10-15T18:17:33.766Z,Category5,974.09,823.89,"Description with some text content 0.2863316386878423"
889145,User_tteyj7,useruvyat@example.com,39,0.33,true,2025-10-15T18:17:33.766Z,Category7,101.25,199.05,"Description with some text content 0.26148415456209295"
296231,User_w0s9r9,userzf10bf@example.com,94,92.72,false,2025-10-15T18:17:33.766Z,Category0,527.86,537.13,"Description with some text content 0.2586090784466537"
445143,User_1hk4xm,user1oixo@example.com,51,87.84,true,2025-10-15T18:17:33.766Z,Category1,934.21,809.37,"Description with some text content 0.7693891557786093"
855206,User_35zwuj,userbhhw1g@example.com,97,63.22,false,2025-10-15T18:17:33.766Z,Category5,108.85,763.63,"Description with some text content 0.5892040424887965"
883139,User_m0u0r9,userxrinm@example.com,41,64.72,true,2025-10-15T18:17:33.766Z,Category5,418.50,618.22,"Description with some text content 0.18351934233466394"
22716,User_8kj1ov,usera33sa@example.com,22,78.18,false,2025-10-15T18:17:33.766Z,Category7,487.54,789.03,"Description with some text content 0.20549718150453522"
131571,User_anken4,userwltdbg@example.com,85,83.83,true,2025-10-15T18:17:33.766Z,Category2,350.95,176.35,"Description with some text content 0.4357387777371776"
464895,User_os9o7h,usere11akr@example.com,96,61.90,false,2025-10-15T18:17:33.766Z,Category2,92.99,688.70,"Description with some text content 0.7604351198823075"
945406,User_7ocm7s,usert42j4c@example.com,46,63.23,true,2025-10-15T18:17:33.766Z,Category8,638.18,269.15,"Description with some text content 0.09703322585292651"
633292,User_35hhly,userkk3es@example.com,39,26.43,true,2025-10-15T18:17:33.766Z,Category4,99.16,966.69,"Description with some text content 0.08081348153986168"
905901,User_0lix1s,userm983y@example.com,57,42.00,true,2025-10-15T18:17:33.766Z,Category5,39.85,626.26,"Description with some text content 0.03946189936085176"
14324,User_6l9lpb,useramzv8t@example.com,18,17.59,true,2025-10-15T18:17:33.766Z,Category7,661.77,0.18,"Description with some text content 0.6686471514984166"
448254,User_60h6wo,user1xi1p6@example.com,64,76.74,true,2025-10-15T18:17:33.766Z,Category8,805.98,755.55,"Description with some text content 0.8181365054374176"
130928,User_vro7r4,usernm9zzi@example.com,76,10.38,false,2025-10-15T18:17:33.766Z,Category6,549.78,937.47,"Description with some text content 0.47432278324965105"
101114,User_056mxl,userjxvl9@example.com,66,23.89,true,2025-10-15T18:17:33.766Z,Category1,469.17,20.85,"Description with some text content 0.9699520525066943"
741559,User_90zmdd,user4f1ul@example.com,19,12.07,true,2025-10-15T18:17:33.766Z,Category4,479.01,981.10,"Description with some text content 0.6623335247983281"
934241,User_a3oekg,userkz6g2i@example.com,51,36.65,false,2025-10-15T18:17:33.766Z,Category9,444.49,166.48,"Description with some text content 0.47403758936450324"
791202,User_cxr5h,user5n3cr@example.com,96,46.81,false,2025-10-15T18:17:33.766Z,Category2,426.29,816.82,"Description with some text content 0.8456576547814558"
603549,User_sk4oyb,userbv9per@example.com,27,21.40,true,2025-10-15T18:17:33.766Z,Category2,910.63,203.67,"Description with some text content 0.09896279615124015"
71771,User_34ogaq,usertpmdpp@example.com,42,25.80,true,2025-10-15T18:17:33.766Z,Category8,610.35,712.78,"Description with some text content 0.10256428376692184"
267105,User_i8ju5,usertbg0yd@example.com,60,66.36,false,2025-10-15T18:17:33.766Z,Category5,571.96,944.33,"Description with some text content 0.5777395792374639"
853002,User_2hhna1,user2u4fjd@example.com,95,15.93,true,2025-10-15T18:17:33.766Z,Category5,582.55,599.53,"Description with some text content 0.13784402326824707"
349776,User_009r5l,usermn5p64@example.com,18,44.68,true,2025-10-15T18:17:33.766Z,Category4,772.99,851.67,"Description with some text content 0.14313226838952342"
19825,User_sxmwqg,userwe21uj@example.com,82,62.42,true,2025-10-15T18:17:33.766Z,Category5,212.93,829.21,"Description with some text content 0.7759767003244267"
792182,User_lapxzc,userc0nkx@example.com,49,0.02,true,2025-10-15T18:17:33.766Z,Category3,796.56,403.85,"Description with some text content 0.7400858329786422"
461423,User_aunftt,user7em5ka@example.com,89,95.38,true,2025-10-15T18:17:33.766Z,Category2,769.30,901.01,"Description with some text content 0.3235409871509154"
575417,User_fidr9c,userjrup0t@example.com,79,96.43,true,2025-10-15T18:17:33.766Z,Category7,498.63,429.01,"Description with some text content 0.9589956467576425"
424651,User_wqglf8,user6m9q7@example.com,47,2.26,true,2025-10-15T18:17:33.766Z,Category4,864.32,518.57,"Description with some text content 0.9707270792132363"
354311,User_s6so4,userey9il9@example.com,66,68.52,false,2025-10-15T18:17:33.766Z,Category7,786.56,726.39,"Description with some text content 0.007747969448989367"
861150,User_i6tfw,user9efi5o@example.com,69,38.89,true,2025-10-15T18:17:33.766Z,Category7,350.91,405.22,"Description with some text content 0.36362943439312234"
161076,User_mxtvu,usero8auqi@example.com,36,10.96,false,2025-10-15T18:17:33.766Z,Category7,400.65,263.66,"Description with some text content 0.33882303249003665"
975086,User_9ha4qu,useructvk4@example.com,69,91.06,false,2025-10-15T18:17:33.766Z,Category7,76.03,368.10,"Description with some text content 0.05310785978324151"
824610,User_egyg3l,user0onorr@example.com,18,21.57,true,2025-10-15T18:17:33.766Z,Category7,508.57,820.03,"Description with some text content 0.32185942523930744"
537768,User_1v7k4d,userrzj3re@example.com,82,10.09,false,2025-10-15T18:17:33.766Z,Category2,279.34,967.25,"Description with some text content 0.3280641783007485"
43028,User_nchdy,useruiaiu@example.com,72,90.52,true,2025-10-15T18:17:33.766Z,Category5,383.64,135.32,"Description with some text content 0.09446595952061454"
285290,User_9ujil,user744it@example.com,80,25.72,true,2025-10-15T18:17:33.766Z,Category6,462.22,823.22,"Description with some text content 0.13066737224266878"
129752,User_6wjn2c,user8ulrg9@example.com,84,46.17,true,2025-10-15T18:17:33.766Z,Category0,452.68,273.70,"Description with some text content 0.5158971333814962"
425804,User_kppkub,userqk355@example.com,36,2.39,true,2025-10-15T18:17:33.766Z,Category5,753.04,671.34,"Description with some text content 0.1020875254350484"
954888,User_wttwaq,userdwe2b@example.com,70,7.72,false,2025-10-15T18:17:33.766Z,Category3,205.73,15.61,"Description with some text content 0.4310498016679143"
611844,User_du60k,uservtngcv@example.com,40,26.88,true,2025-10-15T18:17:33.766Z,Category7,835.77,733.95,"Description with some text content 0.7358550510724097"
705351,User_us0e1b,userocuow@example.com,47,25.41,false,2025-10-15T18:17:33.766Z,Category7,878.69,749.35,"Description with some text content 0.5362945927127952"
469559,User_l9luayv,useriujst@example.com,59,50.19,false,2025-10-15T18:17:33.766Z,Category4,450.82,588.42,"Description with some text content 0.7081796745496133"
