id,name,email,age,score,active,timestamp,category,value1,value2,description
276326,User_kitxkc,usertw2poe@example.com,53,27.33,true,2025-10-15T18:17:33.752Z,Category6,897.95,388.25,"Description with some text content 0.2848869884188956"
3316,User_q16loi,user6v7zq@example.com,82,67.68,false,2025-10-15T18:17:33.752Z,Category4,512.42,168.54,"Description with some text content 0.16659671136657905"
20688,User_yuapbc,useru3xmeo@example.com,79,54.77,false,2025-10-15T18:17:33.752Z,Category6,274.17,520.91,"Description with some text content 0.05473901616350041"
69885,User_9cru7,user2g90l@example.com,30,50.79,true,2025-10-15T18:17:33.752Z,Category8,466.19,876.44,"Description with some text content 0.9961157964397916"
159828,User_ubm5v,user9yykrp@example.com,23,6.90,false,2025-10-15T18:17:33.752Z,Category3,90.91,35.82,"Description with some text content 0.3193008302347401"
387045,User_2u0f8b,userk8r5sa@example.com,94,97.91,true,2025-10-15T18:17:33.752Z,Category4,206.34,368.34,"Description with some text content 0.07003137717272878"
58247,User_c8b9im,userpb572u@example.com,97,69.93,true,2025-10-15T18:17:33.752Z,Category1,595.44,434.08,"Description with some text content 0.3323811402102813"
309069,User_0e393ec,userrqeaqm@example.com,24,70.12,false,2025-10-15T18:17:33.752Z,Category0,286.95,598.27,"Description with some text content 0.6324455394699545"
328198,User_u5g1kf,userfgu83@example.com,31,1.49,true,2025-10-15T18:17:33.752Z,Category6,493.91,994.84,"Description with some text content 0.8114006884169683"
679165,User_ni2wjs,user3dgrfc@example.com,66,15.45,false,2025-10-15T18:17:33.752Z,Category9,207.83,273.52,"Description with some text content 0.6587809236685114"
472199,User_6izge8,userrbgmdq@example.com,90,26.16,true,2025-10-15T18:17:33.752Z,Category4,781.55,653.60,"Description with some text content 0.10122253596149455"
621798,User_yckbpi,user8rb4et@example.com,85,93.15,true,2025-10-15T18:17:33.752Z,Category8,508.52,74.86,"Description with some text content 0.15359735858853363"
630148,User_aqff8v,userrwmqzn@example.com,95,24.71,false,2025-10-15T18:17:33.752Z,Category9,149.36,353.56,"Description with some text content 0.04263471699601917"
390605,User_i54trp,user8h7ik@example.com,46,80.57,true,2025-10-15T18:17:33.752Z,Category4,522.62,9.99,"Description with some text content 0.5408872705255935"
774743,User_44uo8,userr65mn@example.com,22,33.82,true,2025-10-15T18:17:33.752Z,Category4,565.20,879.18,"Description with some text content 0.3650498002350824"
74306,User_4snwi5,userb01ru@example.com,65,52.05,false,2025-10-15T18:17:33.752Z,Category3,328.08,877.34,"Description with some text content 0.46019743517020273"
584539,User_h5ibs,userk00mtq@example.com,39,53.55,false,2025-10-15T18:17:33.752Z,Category1,748.89,402.66,"Description with some text content 0.5614950293330018"
397583,User_nd5gek,userwsqp3r@example.com,45,80.32,true,2025-10-15T18:17:33.752Z,Category5,758.20,798.45,"Description with some text content 0.45198478756088245"
567511,User_bzc4z,userr1kt2l@example.com,54,53.20,true,2025-10-15T18:17:33.752Z,Category4,903.38,27.29,"Description with some text content 0.6859417296591384"
682500,User_9drtcw,usersfg0n@example.com,78,71.77,true,2025-10-15T18:17:33.752Z,Category8,856.46,164.90,"Description with some text content 0.8867249495173319"
840317,User_byori,user5s6ga@example.com,94,99.99,false,2025-10-15T18:17:33.752Z,Category7,344.65,400.37,"Description with some text content 0.45504957917420996"
663868,User_d7hmab,user3f4mp@example.com,46,9.79,true,2025-10-15T18:17:33.752Z,Category5,564.44,861.98,"Description with some text content 0.7230814382404498"
108785,User_1j4t6f,userfgjufm@example.com,36,10.18,false,2025-10-15T18:17:33.752Z,Category0,440.86,562.35,"Description with some text content 0.9121423016405046"
863746,User_121rfa,userjyoui@example.com,47,52.23,true,2025-10-15T18:17:33.752Z,Category8,266.63,372.46,"Description with some text content 0.41832268439447484"
669564,User_clocrf,user5nqi7n@example.com,47,43.00,true,2025-10-15T18:17:33.752Z,Category6,696.30,340.48,"Description with some text content 0.3245845415650399"
696053,User_tlxsy,userl9ukxd@example.com,20,24.26,false,2025-10-15T18:17:33.752Z,Category5,882.85,385.58,"Description with some text content 0.0054798664963943144"
962008,User_442xs,userohzmz@example.com,44,19.81,true,2025-10-15T18:17:33.752Z,Category0,165.72,815.96,"Description with some text content 0.13487664066504101"
567162,User_1zuwh,userwqlspm@example.com,37,39.24,true,2025-10-15T18:17:33.752Z,Category5,320.60,902.20,"Description with some text content 0.39602689667117985"
83549,User_wpm8q7,userwf2lcm@example.com,60,31.13,true,2025-10-15T18:17:33.752Z,Category5,479.80,749.65,"Description with some text content 0.2766437760951148"
843066,User_ffff5,userczojwy@example.com,66,45.78,true,2025-10-15T18:17:33.752Z,Category0,655.33,573.30,"Description with some text content 0.23196724565752302"
173586,User_dguzz,user07dv1r@example.com,63,63.36,false,2025-10-15T18:17:33.752Z,Category9,653.60,800.26,"Description with some text content 0.46537127346080154"
871726,User_uyebgf,useregug1l@example.com,67,6.06,false,2025-10-15T18:17:33.752Z,Category1,474.86,693.43,"Description with some text content 0.49845616250779123"
596560,User_rtv8wr,user3gxj0l@example.com,29,44.99,false,2025-10-15T18:17:33.752Z,Category2,444.68,971.16,"Description with some text content 0.46923067202850544"
679876,User_ativ4,userc4z27k@example.com,41,20.71,true,2025-10-15T18:17:33.752Z,Category8,660.60,312.32,"Description with some text content 0.20764301456308343"
32082,User_wm3v5,userhk88vm@example.com,45,52.25,false,2025-10-15T18:17:33.752Z,Category4,146.48,511.60,"Description with some text content 0.3307589998792215"
150221,User_rfso7p,userfl2247@example.com,70,71.00,true,2025-10-15T18:17:33.752Z,Category5,560.06,63.66,"Description with some text content 0.5984956290971913"
960022,User_6ztvuq,user7legtb@example.com,66,7.25,true,2025-10-15T18:17:33.752Z,Category1,180.83,293.61,"Description with some text content 0.42775088892749824"
810900,User_dvtp7w,userboqte5b@example.com,18,18.62,true,2025-10-15T18:17:33.752Z,Category3,732.05,546.67,"Description with some text content 0.7769960309819891"
527419,User_nqygml,useryktg7r@example.com,51,86.79,true,2025-10-15T18:17:33.752Z,Category9,447.83,299.93,"Description with some text content 0.6055819973113428"
838309,User_yu5lr7,user70bud@example.com,80,60.13,true,2025-10-15T18:17:33.752Z,Category6,431.24,246.67,"Description with some text content 0.1572445439179132"
731088,User_eccekk,userjk2d7e@example.com,65,58.62,false,2025-10-15T18:17:33.752Z,Category9,886.54,678.31,"Description with some text content 0.15604572753526458"
209736,User_v31rpc,user5s7d09@example.com,30,34.15,true,2025-10-15T18:17:33.752Z,Category3,903.47,488.91,"Description with some text content 0.8298646339748019"
620061,User_svv7y4,userute7ws@example.com,87,39.43,true,2025-10-15T18:17:33.752Z,Category1,801.88,827.02,"Description with some text content 0.11019597556982608"
790909,User_wr5mt9,user2it9nj@example.com,36,38.37,true,2025-10-15T18:17:33.752Z,Category1,756.57,807.12,"Description with some text content 0.5951015915412287"
888995,User_fv16wr,userhko8bu@example.com,27,9.84,false,2025-10-15T18:17:33.752Z,Category6,157.08,366.03,"Description with some text content 0.925178207951444"
421898,User_68esac,user2is648@example.com,55,92.71,false,2025-10-15T18:17:33.752Z,Category2,748.42,140.62,"Description with some text content 0.7675902113817222"
374071,User_fx303,userftp4pd@example.com,85,27.21,true,2025-10-15T18:17:33.752Z,Category2,458.07,508.83,"Description with some text content 0.5238877855489675"
656592,User_hinzs,userdo4ps@example.com,44,65.57,true,2025-10-15T18:17:33.752Z,Category5,332.07,281.88,"Description with some text content 0.4330929775282131"
933442,User_dgod5c,useriuw08e@example.com,31,1.33,true,2025-10-15T18:17:33.752Z,Category7,975.84,670.43,"Description with some text content 0.6207249237035751"
450161,User_4h9fv7,user2fj3vf@example.com,25,65.47,true,2025-10-15T18:17:33.752Z,Category9,642.48,198.98,"Description with some text content 0.04170101215250077"
539769,User_fus0i9,user0s6tb3@example.com,68,66.25,false,2025-10-15T18:17:33.752Z,Category0,57.72,864.03,"Description with some text content 0.42206825551779037"
310021,User_b761tt,usere62z9@example.com,66,81.89,true,2025-10-15T18:17:33.752Z,Category0,360.47,902.70,"Description with some text content 0.18714094710269202"
171174,User_c943vc,userm010ee@example.com,49,79.96,true,2025-10-15T18:17:33.752Z,Category9,903.70,304.71,"Description with some text content 0.5075852187693127"
66526,User_fnpw8n,user5j0mfg@example.com,35,4.21,true,2025-10-15T18:17:33.752Z,Category4,976.09,257.16,"Description with some text content 0.19762378819642212"
111714,User_cv1tj,user0dws5x@example.com,80,33.73,true,2025-10-15T18:17:33.752Z,Category9,145.99,297.58,"Description with some text content 0.988918075980129"
850242,User_qzl3ee,userjtmshq@example.com,32,31.83,true,2025-10-15T18:17:33.752Z,Category2,578.07,898.41,"Description with some text content 0.3349190063329299"
896553,User_9cw0um,uservbpfm@example.com,79,23.72,false,2025-10-15T18:17:33.752Z,Category3,354.55,232.73,"Description with some text content 0.722988663445215"
488269,User_x9sgoc,usermp60a@example.com,31,34.51,true,2025-10-15T18:17:33.752Z,Category2,76.46,902.25,"Description with some text content 0.48218231939472356"
329386,User_r9e648,usermly6b@example.com,24,23.41,true,2025-10-15T18:17:33.752Z,Category5,529.18,239.10,"Description with some text content 0.2995743413332347"
813435,User_hf7t8,userifo8m@example.com,47,72.07,false,2025-10-15T18:17:33.752Z,Category1,900.94,393.65,"Description with some text content 0.9273883142603554"
775944,User_36d5f,user8ds8sg@example.com,37,73.18,false,2025-10-15T18:17:33.752Z,Category0,132.31,260.22,"Description with some text content 0.6172601278396701"
721435,User_yj4nph,user1qsrf0r@example.com,35,51.10,true,2025-10-15T18:17:33.752Z,Category1,811.08,466.21,"Description with some text content 0.4365735052209889"
70317,User_amwu6f,userm1lvc@example.com,68,81.73,true,2025-10-15T18:17:33.752Z,Category1,313.85,687.62,"Description with some text content 0.7310851200269616"
598049,User_cedfqt,userytrrea@example.com,45,8.42,true,2025-10-15T18:17:33.752Z,Category0,785.46,607.53,"Description with some text content 0.9942221781680157"
173944,User_c4fh5,usertlct49@example.com,75,82.44,true,2025-10-15T18:17:33.752Z,Category1,329.30,857.60,"Description with some text content 0.8950482316159131"
406138,User_rili1,userijgygh@example.com,62,28.63,true,2025-10-15T18:17:33.752Z,Category7,519.49,252.24,"Description with some text content 0.42672279677655733"
553692,User_udsx2,usero5lp5n@example.com,26,14.67,true,2025-10-15T18:17:33.752Z,Category4,700.97,303.46,"Description with some text content 0.6514003077908121"
201900,User_myu8d,userxo1u8k@example.com,41,25.21,true,2025-10-15T18:17:33.752Z,Category4,162.67,368.89,"Description with some text content 0.674794283974264"
25021,User_88q8v,userlqaskw@example.com,92,93.98,true,2025-10-15T18:17:33.752Z,Category7,451.46,146.59,"Description with some text content 0.631373042040684"
844830,User_xgse4h,userlfi2j@example.com,72,23.91,true,2025-10-15T18:17:33.752Z,Category6,595.09,343.27,"Description with some text content 0.44370921291575915"
699243,User_6rf3wj,userh1kw0t@example.com,45,3.92,false,2025-10-15T18:17:33.752Z,Category7,832.57,624.85,"Description with some text content 0.292094019443472"
405471,User_4ml9g,user14r9c@example.com,46,25.93,false,2025-10-15T18:17:33.752Z,Category2,76.39,111.16,"Description with some text content 0.0642607649508653"
530467,User_5e1y39,userctuxgl@example.com,43,25.46,true,2025-10-15T18:17:33.752Z,Category6,751.25,907.94,"Description with some text content 0.5104379522936691"
155757,User_fjtu5,userrz66r@example.com,30,93.33,true,2025-10-15T18:17:33.752Z,Category5,699.53,243.96,"Description with some text content 0.7527418895843416"
914442,User_g40jfn,userllc03w@example.com,86,48.52,false,2025-10-15T18:17:33.752Z,Category0,469.06,838.29,"Description with some text content 0.707151149295361"
625119,User_4sbspq,user9jr73@example.com,21,35.39,true,2025-10-15T18:17:33.752Z,Category0,857.43,306.27,"Description with some text content 0.5090898509865022"
461880,User_dao3a9,usert45tna@example.com,97,57.25,false,2025-10-15T18:17:33.752Z,Category6,507.01,533.80,"Description with some text content 0.07424226743378504"
554370,User_v9nj5v,usergy8fi9@example.com,29,52.72,true,2025-10-15T18:17:33.752Z,Category9,330.07,625.69,"Description with some text content 0.7885998443800446"
15743,User_omb4p,userifkrb@example.com,28,58.59,false,2025-10-15T18:17:33.752Z,Category1,174.26,5.61,"Description with some text content 0.8776889670645815"
355713,User_nah46,userpih405@example.com,30,40.22,true,2025-10-15T18:17:33.752Z,Category5,345.67,651.27,"Description with some text content 0.4216789201846465"
146659,User_oq098u,userl8ava@example.com,42,9.70,true,2025-10-15T18:17:33.752Z,Category4,474.62,804.99,"Description with some text content 0.31716094168978615"
333054,User_fsxj8,userddmghl@example.com,34,49.32,true,2025-10-15T18:17:33.752Z,Category6,45.97,490.38,"Description with some text content 0.16548471640641715"
797258,User_2taktq,useraojbpth@example.com,22,21.07,false,2025-10-15T18:17:33.752Z,Category5,494.86,642.74,"Description with some text content 0.6256988116271234"
561669,User_p78x3z,userguhz@example.com,70,5.68,true,2025-10-15T18:17:33.752Z,Category8,437.38,978.51,"Description with some text content 0.7627098656780884"
455872,User_7ywbl6,userdpxy6f@example.com,54,54.47,true,2025-10-15T18:17:33.752Z,Category7,495.90,934.76,"Description with some text content 0.7555410086686254"
775425,User_lyhp1i,usercx1us@example.com,82,47.95,true,2025-10-15T18:17:33.752Z,Category2,777.22,823.17,"Description with some text content 0.767296939865709"
992905,User_q7m9l,userc779t@example.com,73,35.49,true,2025-10-15T18:17:33.752Z,Category4,814.76,518.70,"Description with some text content 0.7417089138109628"
613849,User_zvcf0r,userlr5u5b@example.com,78,47.69,true,2025-10-15T18:17:33.752Z,Category2,927.40,642.53,"Description with some text content 0.4024112988216083"
77801,User_f3wect,user35kykf@example.com,95,16.59,false,2025-10-15T18:17:33.752Z,Category6,647.42,658.89,"Description with some text content 0.39555099870822186"
299250,User_t8p1g8,usero1w19f@example.com,53,9.87,true,2025-10-15T18:17:33.752Z,Category3,736.49,139.87,"Description with some text content 0.9616771608966364"
562843,User_9g4j8r,usero1sz0a@example.com,43,2.10,true,2025-10-15T18:17:33.752Z,Category8,610.12,210.36,"Description with some text content 0.9610683788515879"
222256,User_0cafo4,usere8ou0w@example.com,19,68.80,true,2025-10-15T18:17:33.752Z,Category4,574.00,459.96,"Description with some text content 0.2659770061805131"
751684,User_vixdn,user27sv4e@example.com,89,37.10,true,2025-10-15T18:17:33.752Z,Category3,907.29,774.97,"Description with some text content 0.21825419178999506"
165295,User_y9z7me,user2grnoe@example.com,24,14.63,true,2025-10-15T18:17:33.752Z,Category6,683.42,279.31,"Description with some text content 0.5881256463368882"
474601,User_cme0hm,userjdtts2@example.com,89,0.83,false,2025-10-15T18:17:33.752Z,Category6,459.27,804.20,"Description with some text content 0.7788645468945314"
718084,User_qydt79,user86pum@example.com,45,79.65,true,2025-10-15T18:17:33.752Z,Category1,18.34,509.81,"Description with some text content 0.45725516868871163"
838091,User_466iu4,user36hncx@example.com,22,54.13,false,2025-10-15T18:17:33.752Z,Category5,11.37,444.29,"Description with some text content 0.2432133237332894"
831715,User_fuhyh,user4486s8@example.com,53,38.48,true,2025-10-15T18:17:33.752Z,Category4,98.40,396.24,"Description with some text content 0.05612720692386852"
56267,User_abmv3,useromwsg@example.com,94,82.63,true,2025-10-15T18:17:33.752Z,Category8,936.12,16.68,"Description with some text content 0.9535573179254461"
164277,User_ixweh,user1n9sk@example.com,41,4.42,true,2025-10-15T18:17:33.752Z,Category2,993.27,142.81,"Description with some text content 0.8692961054811624"
497607,User_r16m69,userq0z1y@example.com,74,80.34,true,2025-10-15T18:17:33.752Z,Category7,948.48,125.93,"Description with some text content 0.18460727703484459"
496199,User_jeomg,userz9z1r@example.com,72,46.00,false,2025-10-15T18:17:33.752Z,Category0,150.31,961.62,"Description with some text content 0.34625561836593133"
29556,User_vbce,user2byh8r@example.com,64,75.50,true,2025-10-15T18:17:33.752Z,Category4,520.51,573.99,"Description with some text content 0.5169992501472009"
859396,User_jwcs6k,user2xesen@example.com,20,11.57,false,2025-10-15T18:17:33.752Z,Category8,55.06,2.33,"Description with some text content 0.8784196643356642"
623509,User_qde8ds,userjdgwtl@example.com,40,1.43,false,2025-10-15T18:17:33.752Z,Category9,544.18,672.42,"Description with some text content 0.3865638802098015"
469501,User_68mdma,userck73ec@example.com,67,11.75,true,2025-10-15T18:17:33.752Z,Category1,10.71,621.71,"Description with some text content 0.5284327979991578"
667551,User_9tclcl,user3zphoc@example.com,71,90.68,false,2025-10-15T18:17:33.752Z,Category7,17.57,821.02,"Description with some text content 0.6207170328266263"
313312,User_snnwt3,userq03yni@example.com,42,85.27,true,2025-10-15T18:17:33.752Z,Category6,196.18,598.33,"Description with some text content 0.12089007942133045"
479104,User_4gy6bf,userxiyg1j@example.com,19,88.63,false,2025-10-15T18:17:33.752Z,Category7,505.25,566.63,"Description with some text content 0.4861989022689346"
814800,User_eh5an8,userkvkffi@example.com,37,93.04,true,2025-10-15T18:17:33.752Z,Category7,255.27,316.99,"Description with some text content 0.8733582175599911"
232342,User_ut5zkm,users3m0tu@example.com,51,67.82,true,2025-10-15T18:17:33.752Z,Category5,845.26,571.05,"Description with some text content 0.8165878066182237"
771191,User_xmm5z,userv1kiuj@example.com,87,11.32,false,2025-10-15T18:17:33.752Z,Category6,503.09,803.04,"Description with some text content 0.28106042436380263"
163651,User_8yc8b7,userp3ju4@example.com,63,52.68,true,2025-10-15T18:17:33.752Z,Category7,307.86,440.07,"Description with some text content 0.7672606185064585"
972507,User_bxwe2a,userqcjp26@example.com,81,5.96,false,2025-10-15T18:17:33.752Z,Category6,650.41,487.06,"Description with some text content 0.7868135908853774"
15645,User_d6kgig,userudkt79@example.com,36,57.11,true,2025-10-15T18:17:33.752Z,Category5,891.95,65.26,"Description with some text content 0.6273943277212644"
343057,User_l6riib,userc0xkst@example.com,55,11.25,false,2025-10-15T18:17:33.752Z,Category2,50.89,597.60,"Description with some text content 0.33526196879997905"
12381,User_rd90ws,userzg6lj6@example.com,45,79.76,false,2025-10-15T18:17:33.752Z,Category0,531.31,386.00,"Description with some text content 0.6833147491788298"
233131,User_ov8slx,user5brtr@example.com,34,55.23,false,2025-10-15T18:17:33.752Z,Category6,648.26,699.19,"Description with some text content 0.9283930114230053"
328747,User_c0uwv,userisxewh@example.com,41,91.71,false,2025-10-15T18:17:33.752Z,Category4,314.18,747.58,"Description with some text content 0.9291331822138016"
943480,User_9setuh,user5s7zg8@example.com,77,66.65,true,2025-10-15T18:17:33.752Z,Category1,791.57,150.91,"Description with some text content 0.5675084510212102"
846099,User_pamzkd,user0abdll@example.com,26,57.42,false,2025-10-15T18:17:33.752Z,Category7,147.98,910.79,"Description with some text content 0.46910227861719556"
387352,User_xaqyl8,userncpk3o@example.com,30,24.41,false,2025-10-15T18:17:33.752Z,Category1,206.76,173.31,"Description with some text content 0.9202241360502326"
185961,User_wiyo1a,user1fudz@example.com,55,74.13,false,2025-10-15T18:17:33.752Z,Category4,715.49,512.28,"Description with some text content 0.09000583917357996"
744397,User_xh9yu9,user9dshak@example.com,38,16.48,false,2025-10-15T18:17:33.752Z,Category5,71.32,281.46,"Description with some text content 0.7737631319164552"
78310,User_xyl0mo,userqwn8y8@example.com,47,31.02,true,2025-10-15T18:17:33.752Z,Category9,338.25,452.07,"Description with some text content 0.9140534255966642"
636420,User_59pjo,usero4mis7@example.com,29,10.14,true,2025-10-15T18:17:33.752Z,Category1,546.37,797.77,"Description with some text content 0.24681720783034977"
393868,User_4qa05gr,user9lg3g@example.com,83,75.76,false,2025-10-15T18:17:33.752Z,Category8,708.70,644.42,"Description with some text content 0.6019382244756989"
277479,User_tdxe1f,useroib9f7@example.com,48,25.58,true,2025-10-15T18:17:33.752Z,Category1,306.87,182.14,"Description with some text content 0.7313250754084298"
893718,User_21vthq,userwde07s@example.com,47,53.80,false,2025-10-15T18:17:33.752Z,Category4,112.75,693.55,"Description with some text content 0.43541218007007876"
207759,User_kxa9t8,userh3jbr4@example.com,25,83.80,false,2025-10-15T18:17:33.752Z,Category6,756.60,841.72,"Description with some text content 0.24772024273159654"
49763,User_brtdid,userczq3e@example.com,88,11.78,true,2025-10-15T18:17:33.752Z,Category8,135.13,681.94,"Description with some text content 0.9363639414516534"
422052,User_a80cv8,uservkww99@example.com,96,85.37,false,2025-10-15T18:17:33.752Z,Category3,410.93,411.58,"Description with some text content 0.6440137344128896"
558096,User_9t1rvk,userau6xew@example.com,91,32.69,true,2025-10-15T18:17:33.752Z,Category1,993.27,801.46,"Description with some text content 0.3576757824603183"
438481,User_los49o,user1b6a7c@example.com,51,70.38,true,2025-10-15T18:17:33.752Z,Category7,611.96,282.78,"Description with some text content 0.8982095876687046"
425503,User_obgou,userpvhnq9@example.com,65,7.89,true,2025-10-15T18:17:33.752Z,Category2,606.81,601.48,"Description with some text content 0.5217590294457874"
514299,User_bjfrue,user4r46rj@example.com,44,1.63,true,2025-10-15T18:17:33.752Z,Category7,541.44,529.09,"Description with some text content 0.6102072165806799"
758342,User_djn3ao,usercd97fo@example.com,95,86.24,false,2025-10-15T18:17:33.752Z,Category5,470.68,758.69,"Description with some text content 0.6187561581377424"
395554,User_23zo0r,usero0qf2l@example.com,47,87.95,true,2025-10-15T18:17:33.752Z,Category4,816.56,143.07,"Description with some text content 0.7732621731872993"
197831,User_ego32,usercd6qqb@example.com,42,74.85,true,2025-10-15T18:17:33.752Z,Category4,307.18,965.74,"Description with some text content 0.8613605723542056"
925926,User_x25ttl,user2ghb3c@example.com,81,74.29,false,2025-10-15T18:17:33.752Z,Category7,244.42,619.77,"Description with some text content 0.9429832833711439"
71652,User_jh8zd,userbh9mbp@example.com,35,62.80,true,2025-10-15T18:17:33.752Z,Category4,795.35,732.89,"Description with some text content 0.12373708342520473"
442953,User_975r2d,userd2o2hk@example.com,70,80.30,false,2025-10-15T18:17:33.752Z,Category6,395.50,128.60,"Description with some text content 0.10075987559047628"
520802,User_ndqg4e,user5tsyvf@example.com,67,49.38,true,2025-10-15T18:17:33.752Z,Category5,765.17,244.90,"Description with some text content 0.40128494557946404"
849061,User_nd6r12,users1cyw@example.com,43,16.56,false,2025-10-15T18:17:33.752Z,Category4,445.60,780.16,"Description with some text content 0.9225188467515391"
381087,User_2m90mk,userf66n3@example.com,19,41.48,false,2025-10-15T18:17:33.752Z,Category5,184.72,862.35,"Description with some text content 0.04583706393694398"
159814,User_mtn92,usere12xc8@example.com,23,97.83,false,2025-10-15T18:17:33.752Z,Category3,254.41,844.54,"Description with some text content 0.31098959668355286"
798574,User_9b42tq,useraaqc8h@example.com,88,51.85,false,2025-10-15T18:17:33.752Z,Category3,319.68,712.82,"Description with some text content 0.3596150138980688"
591495,User_ujcvfj,usernzmv6f@example.com,47,34.35,true,2025-10-15T18:17:33.752Z,Category6,292.08,769.21,"Description with some text content 0.5942692155893325"
231918,User_3spi8j,usern1qu4c@example.com,45,77.06,true,2025-10-15T18:17:33.752Z,Category9,369.06,57.33,"Description with some text content 0.41282294150438703"
896488,User_5bh6ni,user1mmlp@example.com,25,23.54,false,2025-10-15T18:17:33.752Z,Category1,856.42,403.34,"Description with some text content 0.20960687337762574"
568979,User_o3r4o,userug422@example.com,19,4.79,true,2025-10-15T18:17:33.752Z,Category6,28.09,274.48,"Description with some text content 0.5311461676191838"
633121,User_it8uw4,user6hwn9m@example.com,79,5.75,false,2025-10-15T18:17:33.752Z,Category9,343.20,620.55,"Description with some text content 0.9196074341129316"
620274,User_4vltj8,user2x00k9@example.com,40,12.79,true,2025-10-15T18:17:33.752Z,Category9,282.17,997.59,"Description with some text content 0.17309364860034127"
83204,User_we2z57,userjmobzh@example.com,66,10.51,true,2025-10-15T18:17:33.752Z,Category9,998.98,970.00,"Description with some text content 0.8226077700987812"
